Column2;Column5;Column6
Kaszewy Tarnowskie;52.21308;19.49095
Kaszów;51.51613;20.94902
Kaszówka;50.71994;17.17506
Kaszuba;53.94491;17.64845
Kaszuby;50.87659;22.91265
Kaszyce;49.90812;22.73655
Kaszyce Wielkie;51.41405;17.02226
Katary;50.08333;21.18333
Katarznów;51.56658;21.52911
Katarzyn;51.56201;22.29019
Katarzyna;52.48597;18.4233
Katarzynin;52.03858;16.74286
Katarzynka;53.04753;18.64698
Katarzynopole;51.24361;18.8088
Katarzynowo;52.35238;17.80644
Katarzynów;52.26768;21.59972
Katki;50.85652;16.59837
Katno;51.38333;15.95
Katolin;53.7;23.06667
Katomierz;53.28333;18.18333
Katowice;50.25841;19.02754
Katowickie Województwo;50.25;19
Kawaleryjskie;53.10945;23.1397
Kawcze;54.07384;16.87989
Kawczyce;50.42717;20.7297
Kawczyn;50.71103;20.57324
Kawec;49.83987;20.22029
Kawêczyn;52.04531;21.17374
Kawêczyn B;51.87856;20.21949
Kawêczyn Nowa Osada;50.73333;22.43333
Kawêczyn Nowy;51.88597;20.24703
Kawêczyn Stary;51.25;21.66667
Kawêczynek;52.04647;21.13787
Kawêczyn-Wygoda;52.26883;21.11998
Kawêczyñska Osada;50.73333;22.5
Kawice;51.23269;16.42267
Kawiory;50.18333;19.76667
Kawka;51.39056;22.47181
Kawki;54.11238;19.71392
Kawle Dolne;54.40114;18.28333
Kawle Górne;54.394;18.2761
Kawnice;52.23991;18.15666
Kawno;52.96509;19.161
Kawodrza Dolna;50.78869;19.06667
Kawodrza Górna;50.78523;19.06592
Kaza³a Nowa;51.96933;18.23905
Kaza³a Stara;51.95019;18.27629
Kazanice;53.55416;19.72774
Kazanie;52.56059;18.88979
Kazanki;52.40755;18.8104
Kazanów;51.27593;21.46737
Kazanów Stary;51.17068;20.34204
Kazanówka;51.83785;23.13929
Kazdebie;50.33646;19.31104
Kazimierka;50.25;22.71667
Kazimierków;51.78112;21.0977
Kazimierowo;52.47515;18.44433
Kazimierów;52.10734;18.2061
Kazimierówka;54.21035;22.90593
Kazimierz;50.05064;19.94267
Kazimierz Biskupi;52.311;18.16581
Kazimierz Dolny;51.31911;21.95502
Kazimierz Górniczy;50.29246;19.2217
Kazimierz Pomorski;54.22375;16.02571
Kazimierza Ma³a;50.26114;20.53263
Kazimierza Wielka;50.26564;20.49358
Kazimierzewo;52.73274;18.87819
Kazimierzowo;53.23267;17.51981
Kazimierzów;52.20214;23.02202
Kaziny;50.54114;20.14549
Kaziopole;52.75309;16.91893
Kaznów;51.49336;22.76187
Kazubek;52.42386;18.46373
Kazuñ Bielany;52.40635;20.68631
Kazuñ Nowy;52.41919;20.68557
Kazuñ Polski;52.40041;20.66261
KaŸmierowo;53.12515;17.7557
KaŸmierz;52.51309;16.58403
KaŸmierzewo;53.0382;17.42619
KaŸmierzów;51.54316;16.05905
KaŸmierzyn;52.80445;18.86103
K¹cik;54.16381;18.94696
K¹ciki;53.38097;19.49558
K¹ck;52.18056;21.37562
K¹clowa;49.59215;20.96194
K¹dzielnia;50.25;21.21667
K¹dzio³ki;50.22086;21.39285
K¹kol;52.99307;18.45568
K¹kolewice;52.91149;16.95791
K¹kolewnica Po³udniowa;51.89413;22.6878
K¹kolewnica Pó³nocna;51.90118;22.68282
K¹kolewnica Wschodnia;51.90457;22.70685
K¹kolewo;52.2483;16.23281
K¹kolówka;49.86637;22.06839
K¹kowa Wola;52.59747;18.82775
K¹p;54.00093;21.84368
K¹piel;52.44095;17.50943
K¹piele Wielkie;50.42635;19.73333
K¹pino;54.63212;18.25799
K¹pio³ki;50.43321;19.71441
K¹pity;53.65055;20.26584
K¹p³awki;54.19114;21.28848
K¹sinowo;52.57333;16.6301
K¹sna Dolna;49.7818;20.94046
K¹sna Górna;49.77896;20.92004
K¹tki;52.95667;20.54785
K¹tne;52.60383;20.75534
K¹tno;53.70703;20.07547
K¹ty;53.33647;22.42931
K¹ty Borucza;52.34132;21.59524
K¹ty Bystrzyckie;50.3128;16.83294
K¹ty Czernickie;52.38647;21.6083
K¹ty Denkowskie;50.93333;21.45
K¹ty Flakowizna;52.36204;21.60714
K¹ty GoŸdziejewskie;52.26281;21.41757
K¹ty GoŸdziejewskie I;52.25508;21.44257
K¹ty Grodziskie;52.31667;21.01667
K¹ty Mi¹ski;52.37021;21.58706
K¹ty Nowe;50.45152;20.9423
K¹ty Opolskie;50.55925;17.97449
K¹ty Rakszawskie;50.19542;22.20572
K¹ty Rybackie;54.3399;19.22976
K¹ty Stare;50.44791;20.93428
K¹ty Œl¹skie;51.40838;17.68963
K¹ty Trzebuskie;50.22398;22.16097
K¹ty Wielgie;52.38288;21.54433
K¹ty Wroc³awskie;51.03098;16.76767
K¹ty-Wilkoszyn;50.2;19.3
Kcynia;52.99192;17.4883
Kczewo;54.37979;18.31543
Kelno;50.6;17.51667
Kerberowo;53.46667;19.71667
Kêbliny;51.93212;19.50432
Kêb³ow;51.54396;16.34594
Kêb³owice;52.4744;20.37078
Kêb³owo;54.59673;18.10103
Kêb³ów;51.7917;21.86324
Kêb³ów Nowy;51.11667;22.86667
Kêb³ów Stary;51.79297;21.86613
Kêcerzyn;52.32267;18.83172
Kêczewo;53.12885;20.1642
Kêdrzyno;54.06487;15.45287
Kêdzie;50.53333;21.93333
Kêdzierak;52.16504;21.52654
Kêdzierowo;53.53784;22.38333
Kêdzierówka;51.98102;21.04968
Kêdzierz;50.08381;21.43143
Kêdzierzawice;52.63133;20.83727
Kêdzierzyn;54.22871;16.22784
Kêdzierzynka;49.87413;20.15621
Kêdzierzyn-KoŸle;50.34984;18.22606
Kêdziorki;51.78515;19.7814
Kêpa;52.7272;20.42583
Kêpa Boles³awska;50.30524;20.92267
Kêpa Borzechowska;51.08546;22.31572
Kêpa Celejowska;51.83983;21.3311
Kêpa Chotecka;51.2415;21.82846
Kêpa Dzikowska;52.91667;18.78333
Kêpa Falenicka;52.13759;21.15013
Kêpa Gliniecka;52;21.25
Kêpa Gostecka;51.1661;21.80803
Kêpa Górecka;50.4;21.26667
Kêpa Kalnicka;53.97986;19.83726
Kêpa Kie³piñska;52.37025;20.88415
Kêpa Kikolska;52.47321;20.80141
Kêpa Kujawska;52.90662;18.34555
Kêpa Latoszkowa;52.13343;21.12816
Kêpa Lubawska;50.32387;21.05221
Kêpa Ma³a;52.1134;17.20245
Kêpa Nadbrzeska;52.03042;21.23709
Kêpa Niemiecka;52.46667;19.91667
Kêpa Niemojewska;51.74967;21.15023
Kêpa Oborska;52.12959;21.17023
Kêpa Okrzewska;52.13633;21.15229
Kêpa Parnicka;53.41667;14.55
Kêpa Piotrowiñska;51.09749;21.77147
Kêpa Polska;52.43457;19.96441
Kêpa Rybacka;54.21316;19.32564
Kêpa Rzeczycka;50.64077;22.034
Kêpa Solecka;51.16169;21.81335
Kêpa Tarchomiñska;52.35;21.1
Kêpa Tolnicka;54.07381;21.12364
Kêpa Zatorska;52.61984;21.17706
Kêpa Zawadowska;52.14323;21.13847
Kêpa-Kolonia;51.06497;22.22448
Kêpiaste;52.54628;21.00095
Kêpica;53.93832;14.98973
Kêpice;51.54799;21.76023
Kêpie;50.45696;21.03367
Kêpie ¯aleszañskie;50.63983;21.88133
Kêpina;51.8454;20.86809
Kêpiniec;52.94931;15.33623
Kêpino;50.83556;17.01328
Kêpiny;52.18573;15.07531
Kêpiny Ma³e;54.22771;19.2738
Kêpiny Wielkie;54.23353;19.31929
Kêpiste Borowo;52.73471;22.11088
Kêpka;54.21524;16.90007
Kêpka Wyzna;49.7148;18.86198
Kêpki;51.85714;22.48804
Kêpkowa;49.7;18.91667
Kêpnica;50.41656;17.39522
Kêpniewo;54.01836;19.35774
Kêpno;53.37626;15.3697
Kêpsko;52.1435;15.56488
Kêpy;51.11872;16.39091
Kêsice;52.80274;19.7797
Kêsowo;53.55872;17.7158
Kêsów;50.24633;20.66786
Kêsy;52.71667;20.91667
Kêsy Pañki;52.70824;20.91497
Kêsy Wypychy;52.71667;20.91667
Kêsza;53.81542;18.09285
Kêszyca;52.4102;15.51321
Kêszyce;52.14071;20.14631
Kêszyn;51.29912;19.62845
Kêtrzyn;54.07676;21.37527
Kêtrzyna;54.4883;17.93963
Kêtrzyñskiego;53.78;20.48907
Kêty;53.84796;19.73101
Ki¹czyn;51.93241;18.11985
Kichary;50.73333;21.75
Kichary Stare;50.75581;21.74066
Kicin;52.74675;20.5254
Kiciny;52.50548;21.51588
Kicko;52.61667;18.4
Kiczarowo;53.37684;15.11122
Kiczki;52.07873;21.73022
Kiczki Drugie;52.07697;21.7452
Kiczki Pierwsze;52.07885;21.70937
Kicznia;49.58333;20.35
Kiczora;49.51351;19.0484
Kiczory;49.53045;19.59111
Kiczyce;49.82486;18.80259
Kida³owice;49.9871;22.67406
Kidów;50.50716;19.70088
Kiedosy;51.06934;18.77632
Kiedrowice;53.98821;17.42911
Kiedrowo;52.82781;17.32172
Kiedrzyn;51.5977;20.71884
Kiejsze;52.30494;18.70499
Kiekrz;52.48843;16.77664
Kiekskiejmy;54.34245;22.7326
Kielanowice;49.88333;21.08333
Kielanowice Dolne;49.86667;21.08333
Kielanówka;50.02616;21.92905
Kielbasó;49.46667;19.13333
Kielce;50.87033;20.62752
Kielchinów;51.34017;19.43866
Kielcza;50.56579;18.54218
Kielczawa;49.35443;22.23564
Kieleñska Huta;54.46124;18.28934
Kieljany;53.46046;22.43683
Kielminek;54.01009;19.70811
Kielnarowa;49.96495;22.06286
Kielniki;52.3772;19.73428
Kielno;54.45305;18.3381
Kie³basin;53.16871;18.73156
Kie³baska;51.9463;21.09305
Kie³basy;53.46717;21.20144
Kie³bowo;52.73333;20.1
Kie³bów;51.56436;21.00444
Kie³cz;51.76404;15.75342
Kie³cze;52.20146;15.65176
Kie³cze Kopki;53.49003;22.01927
Kie³cze Stare;53.47157;21.984
Kie³czew;52.66929;21.94677
Kie³czew Górny;52.25071;18.73882
Kie³czew Smu¿ny;52.26126;18.73184
Kie³czew Smu¿ny Czwarty;52.26667;18.71667
Kie³czew Smu¿ny Drugi;52.26667;18.71667
Kie³czew Smu¿ny Pierwszy;52.26667;18.73333
Kie³czew Smu¿ny Trzeci;52.26667;18.7
Kie³czewek;52.23443;18.73145
Kie³czewice;51.00958;22.42559
Kie³czewice Dolne;51.03076;22.4061
Kie³czewice Górne;51.00182;22.44078
Kie³czewice Maryjskie;51;22.43333
Kie³czewo;52.10172;16.64048
Kie³czów;51.13999;17.17798
Kie³czówek;51.11909;17.18768
Kie³czówka;51.54581;19.70672
Kie³czyg³ów;51.23881;18.98283
Kie³czygtówek;51.27899;18.9064
Kie³czyn;50.80908;16.64497
Kie³czynek;52.07017;17.21285
Kie³ki;52.73814;20.24254
Kie³ki Osada;52.73333;20.25
Kie³kowice;50.48547;19.57283
Kie³kowo;52.10851;16.01927
Kie³ków;50.22838;21.47875
Kie³mina;51.86563;19.53256
Kie³p;53.29034;18.3963
Kie³pieniec;52.37298;19.52734
Kie³pin;52.35796;20.86214
Kie³pin Poduchowny;52.35503;20.86985
Kie³pinek;54.35352;18.52724
Kie³piniec;52.62135;22.35661
Kie³pino;54.29028;18.22715
Kie³pino Górne;54.33915;18.50801
Kie³piny;53.34522;19.82083
Kie³tyki;52.48169;20.08803
Kiemiany;53.80349;19.54652
Kiem³awki Ma³e;54.16357;21.3206
Kiem³awki Wielkie;54.15266;21.33522
Kienkówka;51.94966;21.88339
Kiepojcie;54.2983;22.60368
Kiepurdeje;54.35;22.73333
Kierdony;50.72667;21.01801
Kierków;49.65;20.51667
Kierlikówka;49.82204;20.38599
Kiermusy;53.20472;22.70758
Kiernozia;52.26858;19.87092
Kierpajny Ma³e;54.21667;20.01667
Kierpcówka;49.3;19.88333
Kierpieñ;50.39178;17.85673
Kiersiny;54.28744;20.06135
Kiersity;54.22673;20.69632
Kiersnowo;54.13334;20.73591
Kiersnówek;52.734;22.87891
Kiersnówka;53.63084;23.15398
Kiersy;54.35;19.95
Kierszek;52.0967;21.08208
Kiersztanowo;53.93084;21.25928
Kiertyny Ma³e;54.29405;20.7396
Kiertyny Wielkie;54.3026;20.77397
Kierwa³d;53.81079;18.61856
Kierwik;53.60592;21.37164
Kierwiny;54.10497;20.69402
Kierz;54.03525;20.56487
Kierz NiedŸwiedzi;51.17743;20.94153
Kierzbuñ;53.80465;20.85183
Kierzek;53.23464;21.30901
Kierzenko;51.3363;18.06822
Kierzki;54.19639;22.10976
Kierzkowo;54.76723;17.87167
Kierzków;51.88325;22.28028
Kierzkówka;51.49094;22.43174
Kierzliny;53.80546;20.74801
Kierzno;51.3275;18.06461
Kieszek;51.46341;21.33703
Kietlanka;52.74559;22.17452
Kietlice;50.68333;16.68333
Kietlin;51.08877;19.50898
Kietrz;50.08042;18.00432
Kiew³aki;52.83213;22.79692
Kiewry;53.88937;20.16966
Kiezmark;54.25638;18.93067
KieŸliny;53.82052;20.50953
Kijanka;51.2704;21.73782
Kijanki;50.4;21.9
Kijany;51.33333;22.76667
Kijany Bli¿sze;51.35;22.8
Kijany Dalsze;51.35;22.78333
Kijaszkowiec;52.98798;19.03319
Kijaszkowo;53.21028;17.16982
Kije;50.60721;20.57121
Kijewice;53.05798;20.84046
Kijewo;53.9171;22.50184
Kijewo Królewskie;53.27296;18.44407
Kijewo Szlacheckie;53.26869;18.42902
Kijowice;51.12766;17.51341
Kijowiec;52.07065;23.36303
Kijowskie Nowiny;52.41495;18.32677
Kijów;51.02974;19.26847
Kik;51.11441;18.4227
Kiki;52.00888;18.95816
Kikity;53.98516;20.86119
Kikojty;54.05717;19.24393
Kiko³y;52.48333;20.8
Kikorze;53.63077;15.01762
Kikoty;54.30486;19.50528
Kikowo;53.88424;16.27875
Kikó³;52.90994;19.12016
Kików;50.40696;20.86935
Kildajny;54.30846;20.20128
Kilianów;51.00447;16.74591
Kiliany;54.12106;22.38226
Kilie;54.31667;19.66667
Kilimany;53.49394;21.26003
Kinice;53.86147;17.74948
Kiniki;52.77307;20.15837
Kinkajmy;54.2211;20.88444
Kinw¹gi;54.21334;21.03079
Kipary;53.36561;21.05392
Kipichy;53.09598;19.64493
Kipszna;49.80729;20.92946
Kirsztajnów;52.28328;20.34771
Kisielany Kuce;52.23421;22.18895
Kisielany ¯michy;52.23632;22.17453
Kisiele;51.32265;19.623
Kisielew;52.32205;22.80862
Kisielewo;52.82847;19.75612
Kisielice;53.60855;19.2635
Kisielnica;53.25443;22.12149
Kisielów;49.77118;18.75589
Kisielówka;49.76136;20.34162
Kisielsk;51.9212;21.96977
Kisiny;53.22351;20.21237
Kisio³ki;53.11608;22.01067
Kistowko;54.27921;17.73091
Kistowo;54.26643;17.74378
Kiszewko;52.696;16.634
Kiszewo;52.67943;16.67381
Kiszewskie Chrósty;54.03784;18.07952
Kiszewy;52.11105;18.31229
Kiszki;50.59331;22.47408
Kiszkowo;52.58871;17.2663
Kiœcinne;52.32443;20.63696
Kiœlaki;53.22207;22.70768
Kitki;53.12626;20.59459
Kitów;50.79335;22.93944
Kiwajny;54.37296;20.39097
Kiwity;54.10063;20.77274
Kizielany;53.50612;23.19397
Kizielewszczyzna;53.51494;23.20692
Klamry;53.36302;18.51795
Klamy;51.6459;20.90471
Klarów;51.22839;22.95319
Klarynowo;53.30836;17.40884
Klarysew;52.09976;21.11049
Klasak;51.2;18.35
Klasak Du¿y;51.19484;18.35129
Klasak Ma³y;51.17946;18.34999
Klaskawa;53.77956;18.06101
Klasztorek;53.67606;19.11251
Klasztorne;53.0169;15.73877
Klatka;51.27588;18.19181
Klatki;50.38693;21.86285
Klaudyn;52.27782;20.86613
Klaudyn Drugi;52.28333;20.85
Klaudyn Pierwszy;52.28333;20.85
Klawek;53.17601;17.26597
Klawkowo;53.71175;17.60516
Kl¹twy;50.60389;23.69039
Klebark Ma³y;53.76772;20.56177
Klebark Wielki;53.76755;20.61213
Klecewo;53.63578;19.11055
Klecie;49.85857;21.41991
Klecienko;50.25;16.85
Klecin;50.90065;16.57253
Klecina;51.06154;16.97413
Klecko;50.25;16.51667
Klecza;51.00824;15.63326
Klecza Dolna;49.88291;19.53764
Klecza Górna;49.86444;19.55652
Kleczanów;50.71667;21.56667
Kleczew;52.37057;18.17714
Kleczewo;53.73267;19.16462
Kleczkowo;53.05463;21.84872
Kleczków;51.12824;17.02787
Klejdity;54.13211;20.702
Klejnowo;54.39895;19.75891
Klejnówko;54.41453;19.7711
Klejwy;54.16013;23.29277
Klek;51.86428;19.5155
Klekacze;50.46889;23.54713
Klekot;51.51667;14.81667
Klekotka;52.34186;15.46708
Klekotowo;52.39666;22.76968
Klembów;52.4065;21.33176
Klemencice;50.54897;20.20163
Klemensów;50.71369;23.01112
Klementowice;51.35581;22.12868
Klementów;51.89699;18.9392
Klementynowo;53.4;17.38333
Klementynów;51.61969;21.25612
Klempicz;52.76696;16.49598
Klempin;54;16.06667
Klenica;51.99217;15.78392
Kleniki;52.84035;23.39899
Klenkor;53.42897;21.61097
Kleosin;53.09588;23.11875
Klepacze;53.10683;23.07621
Klepaczew;52.29893;23.04502
Klepaczka;50.67209;19.06305
Klepary;52.84909;18.47536
Kleparz;50.06667;19.95
Klepnica;53.73064;15.64078
Kleszcze;54.2702;16.23906
Kleszczele;52.57314;23.32539
Kleszczewko;54.20232;18.63779
Kleszczewo;53.96485;21.82841
Kleszczowa;50.47392;19.75675
Kleszczów;51.22355;19.30418
Kleszczówek;54.28066;22.89602
Kleszczówka;51.56683;21.90674
Kleszczyn;53.04212;19.28651
Kleszczyna;53.13333;17.11667
Kleszczyniec;54.33534;17.52628
Kleszczyny;51.04572;20.87258
Kleszewo;52.74166;21.09885
Klesztów;51.0336;23.70917
Kleœniska;51.04183;18.70319
Kleœno;52.85762;15.79379
Kletnia;51.62558;21.77181
Kletnia Nowa;51.65;21.78333
Kletno;50.25653;16.85595
Klew;51.20946;20.02258
Klewianka;53.49392;22.82203
Klewinowo;52.98012;23.18842
Klewki;53.73632;20.57702
Klewków;52.13797;19.90551
Klewno;54.06211;21.17632
Klêcino;54.60158;17.34927
Klêcz;51.37338;19.0147
Klêczany;50.07391;21.79198
Klêczkowo;53.29409;20.19417
Klêka;52.07361;17.42047
Klêpczewo;53.78673;15.70725
Klêpie Dolne;50.44123;21.00143
Klêpie Górne;50.43162;21.00943
Klêpina;51.8013;15.28299
Klêpinka;51.8;15.28333
Klêpino Bia³ogardskie;53.99901;16.05966
Klêpiny;54.1602;18.61372
Klêpsk;52.11569;15.71557
Klêskowo;53.36622;14.65672
Klêœnik;53.21426;16.59013
Klice;52.96067;20.51067
Klichy;52.66047;22.91625
Klicz;53.9;14.28333
Kliczkowy;53.93762;17.89043
Kliczków;51.33261;15.43164
Kliczków Ma³y;51.53739;18.52591
Kliczków Wielki;51.53437;18.57072
Klikawa;51.41286;21.90972
Klikowa;50.03655;20.96224
Klików;51.47219;15.19907
Klikuszowa;49.5193;19.9849
Klimaszewnica;53.46841;22.49593
Klimczyce;52.35584;22.84727
Klimek;50.76667;16.4
Klimki;54.27871;21.69815
Klimkowicze;52.5537;23.0766
Klimkowizna;51.65498;19.30089
Klimkówka;49.58267;21.82439
Klimontów;50.65588;21.45587
Klimontówek;50.51495;20.0564
Klimonty;52.90865;21.91689
Klimówka;53.43814;23.68855
Klimy;52.14092;22.59381
Klin Ratoszyñski;51.16667;22.1
Kliniec;50.58333;17.96667
Kliniska;53.46202;14.77994
Kliniska Wielkie;53.45972;14.76605
Klin-Maciejowice;51.60121;21.40908
Kliny;51.37054;20.21608
Klisinko;50.3;17.8
Klisino;50.30436;17.81244
Kliszkowice;51.43916;16.86215
Kliszów;50.6169;20.52366
Klizin;51.13589;19.61913
Klocek;53.69199;17.93949
Klodnica;50.24074;18.88716
Klon;53.4659;21.28112
Klonia;53.77931;17.70207
Klonorejœæ;54.18715;23.05203
Klonowa;51.41162;20.63333
Klonowa Góra;54.0947;22.71546
Klonowa Wola;51.84384;21.22559
Klonowiec;52.3;19.31667
Klonowiec Ch³opski;52.3;19.33333
Klonowiec Szlachecki;52.31667;19.3
Klonownica Du¿a;52.14243;23.20546
Klonownica Ma³a;52.16246;23.19568
Klonownica Wielka;52.15;23.2
Klonowo;52.93333;20.8
Klonowo Dolne;54.20696;18.30382
Klonów;50.95064;20.80742
Klonówek;52.64192;18.60624
Klonówka;53.96778;18.64475
Klony;53.98778;20.20741
Klotyldowo;52.95071;17.84425
Klotyldów;51.94553;18.23105
Klotyldzin;52.94696;17.04843
Klucz;50.43783;18.28194
Kluczbork;50.97281;18.21816
Klucze;50.33565;19.56236
Kluczewo;53.04743;20.01004
Kluczewska Wólka;53.04024;20.021
Kluczewsko;50.92771;19.91881
Kluczkowice;51.08486;21.93191
Kluczkowo;53.74626;15.86535
Klucznik;53.76044;20.77229
Klucznikowice;50.05;19.23333
Kluczno;50.81581;18.7039
Kluczowa;49.82514;21.42229
Kluczyce;50.73341;19.80414
Klugajny;54.02577;20.13494
Kluki;52.25387;21.78134
Klukowahuta;54.24048;17.89818
Klukowicze;52.406;23.27314
Klukowo;52.77665;22.50669
Kluków;51.3;15.4
Klukówek;52.67016;20.72112
Klusek Bia³y;52.5056;19.49232
Kluski;51.39065;18.50461
Kluszewo;53.07266;20.55878
Kluszewo-Zabrody;53.0839;20.54065
Kluszkowce;49.451;20.30179
Klutajny;54.05642;20.64848
Klwatka;51.38763;21.29449
Klwatka Szlachecka;51.44239;21.11488
Klwaty;51.46909;21.10508
Klwowska Wola;51.53522;20.6289
Klwów;51.53448;20.63644
K³aczno;54.0737;17.53612
K³aczyna;50.94658;16.20382
K³adziewo;53.45411;23.36127
K³aj;49.99246;20.29904
K³ajpeda;54.29171;22.81294
K³ajty;54.10287;20.66467
K³anin;53.8286;18.2062
K³anino;54.76436;18.24636
K³apacz;50.75;17.9
K³apówka;50.22299;21.86078
K³awki;54.04407;19.23019
K³ecko;52.63181;17.43075
K³epino;53.36838;15.03145
K³êbanowice;51.54708;15.94339
K³êbowiec;53.31848;16.43744
K³êbowo;54.07886;20.60076
K³êbów;51.84426;22.45502
K³êby;53.81097;14.96571
K³obia;52.5184;18.91012
K³obuck;50.90081;18.93674
K³obuczyn;51.61557;15.93138
K³obuczyno;54.18552;18.10067
K³obukowice;50.84255;19.32602
K³obukowo;52.70864;19.50846
K³ocko;51.56995;18.67401
K³oczew;51.72134;21.96493
K³oda;51.70671;21.43038
K³oda Du¿a;52.01841;23.3326
K³oda Ma³a;52.02663;23.34636
K³odawa;49.81428;21.41613
K³odkowo;54.01271;15.24473
K³odne;49.46667;20.43333
K³odnia;53.79096;17.85599
K³odnica;51.23365;21.87756
K³odnica Dolna;51.07301;22.28843
K³odnica Górna;51.0554;22.29594
K³odno;54.21316;17.75494
K³odobok;50.55663;17.21146
K³odzice;51.35387;19.775
K³odzin;52.69844;17.40904
K³odzino;53.8722;15.83129
K³odzino Szczecineckie;53.78333;16.23333
K³odzisko;52.66868;16.2742
K³odzkie;50.61667;16.46667
K³odzko;50.43488;16.66145
K³okocin;50.05238;18.63148
K³okock;52.80927;19.17501
K³okoczyn;49.99571;19.63772
K³okoszyn;52.30717;18.94824
K³okowice;49.67762;22.76171
K³omnice;50.92165;19.35679
K³onica;52.25226;15.21667
K³onice;50.99539;16.14252
K³oniczki;51.3403;18.50577
K³oniszew;51.78438;19.00999
K³onna;51.49601;20.53768
K³onowiec Koracz;51.32305;21.33495
K³onów;51.35;21.36667
K³onówek;51.34191;21.34009
K³opoczyn;51.69785;20.62303
K³opot;52.13149;14.70228
K³opotnica;49.61883;21.42076
K³opotow;51.37853;16.26157
K³opotowo;54.09377;15.79514
K³opoty Bujny;52.50787;22.80812
K³opoty Patry;52.52048;22.83659
K³opoty Stanis³awy;52.51471;22.79788
K³os;54.22034;16.28108
K³oski M³ynowiêta;53.05;22.61667
K³oski Œwigonie;53.06098;22.64768
K³osowice;52.63081;16.03565
K³osowo;54.41886;18.28249
K³osów;52.74336;14.46281
K³osówko;54.4242;18.27477
K³osy;54.32523;17.65709
K³oœno;53.12888;19.47648
K³óbka;52.45173;19.1307
K³ódka Szlachecka;53.51667;18.86667
K³ódzie;52.10287;22.04033
K³ótno;52.48981;19.27607
K³ótno Budy;52.5;19.26667
K³ucko;51.02445;20.35604
K³ucko-Kolonia;51.02957;20.37131
K³udna;51.97089;18.951
K³udno;51.55099;20.66972
K³usity Ma³e;54.31667;20.1
K³usity Wielkie;54.23333;20.35
K³usy;53.79422;22.12052
K³ynia;49.23333;22.73333
K³y¿;50.21177;20.84037
K³y¿ów;50.54826;22.16405
K³y¿ówka;52.43087;22.63578
Kmiczyn;50.54785;23.77836
Kmiecin;54.18896;19.1484
Kmity;50.03477;21.9827
Knaj;49.8752;18.72986
Knapówka;50.7912;19.90795
Knapy;50.44142;21.5817
Kniatowy;51.25482;18.3482
Knia¿yce;49.71391;22.73915
Knieja;50.53333;22.55
Kniewo;53.41667;14.7
Knipy;54.14067;20.66067
Knis;53.97326;21.52359
Knopin;53.95861;20.40264
Knorozy;52.85583;23.2503
Knorydy;52.69424;23.12034
Knurowiec;52.66667;21.61667
Knurów;49.48229;20.18394
Knybawa;54.05919;18.80859
Knychówek;52.33702;22.57622
Knyszewicze;53.33434;23.66757
Knyszyn;53.31406;22.91963
Kobbelgrube;54.33;19.12
Kobia³ka;52.3566;21.02661
Kobia³ki;50.9507;21.15924
Kobia³ki Nowe;51.93984;22.05026
Kobia³ki Stare;51.95119;22.02072
Kobiatki;51.93249;22.02898
Kobiela;54.096;20.74036
Kobiele Ma³e;51.01499;19.63333
Kobiele Wielkie;51.03821;19.62313
Kobielice;52.72318;18.53593
Kobielnik;49.76951;20.0849
Kobielowice;51.01138;16.80204
Kobierne;52.20332;21.47085
Kobiernice;49.85497;19.21646
Kobierniki;50.69113;21.71791
Kobierno;51.7187;17.48404
Kobierzyce;50.97054;16.93508
Kobierzycko;51.62539;18.60328
Kobierzyn;50.10318;20.99539
Kobiór;50.06089;18.93468
Koble;52.13333;18.56667
Kob³o;50.87192;23.96286
Koboski;52.86077;22.72696
Kobrzyniec Nowy;52.96805;19.31574
Kobrzyniec Stary;52.97255;19.32625
Kobu³ty;53.80255;21.03234
Kobusy;51.7;22.65
Kobusz;52.75;16.1
Kobuz;51.61667;20.45
Kobuzie;53.24607;22.91711
Kobyla;52.58814;22.48009
Kobyla Góra;51.37923;17.83811
Kobyla Kêpa;54.32223;19.22247
Kobyla £¹ka;52.39352;19.13183
Kobyla Miejska;51.72332;18.94505
Kobyla Wieœ;50.78738;19.98589
Kobyla Wola;51.83965;21.65178
Kobylak;52.31856;21.18811
Kobylaki Czarzaste;53.12464;20.95344
Kobylaki Konopki;53.12921;20.93432
Kobylaki Korysze;53.13231;20.91901
Kobyla³¹ka;52.96539;19.95758
Kobylanka;53.02697;23.63099
Kobylanki;50.77452;21.35365
Kobylany;52.16298;22.88967
Kobylany Górne;52.33162;22.3746
Kobylany Kozy;52.31708;22.37786
Kobylarnia;53.017;17.98434
Kobylasz;54.43812;17.96533
Kobylata;52.30698;18.89882
Kobylczyk;51.71667;22.13333
Kobyle;49.91802;20.52598
Kobyle B³oto;52.54328;19.35503
Kobyle G³owa;50.65559;16.87611
Kobyle Pole;52.39304;17.02276
Kobylec;49.87882;20.2672
Kobylica;49.63333;20.18333
Kobylice;51.33964;17.08964
Kobylin;53.69884;22.37022
Kobylin-Borzymy;53.09459;22.67072
Kobylino;53.12028;22.71509
Kobylino-Cieszymy;53.11616;22.68525
Kobylino-Kruszewo;53.11197;22.65768
Kobylino-Latki;53.09902;22.67011
Kobylino-Pieni¹¿ki;53.10296;22.67062
Kobylino-Pogorza³ki;53.1212;22.71974
Kobylin-Paulinowo;52.88073;20.78949
Kobylnica;51.64551;21.57681
